District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Altstadt,50.110443599999996,8.6823506,Römerberg,50.110488574510946,8.682130927626094,Plaza
Altstadt,50.110443599999996,8.6823506,SCHIRN Kunsthalle,50.110290772309455,8.68354167036771,Art Museum
Altstadt,50.110443599999996,8.6823506,Dom Aussichtsplattform,50.1106086072462,8.684908101280024,Scenic Lookout
Altstadt,50.110443599999996,8.6823506,Hoppenworth & Ploch,50.110891,8.683701,Café
Altstadt,50.110443599999996,8.6823506,Weinterasse Rollanderhof,50.11247331411008,8.682163909241812,Wine Bar
Altstadt,50.110443599999996,8.6823506,Carhartt,50.111928941072776,8.681853393139704,Boutique
Altstadt,50.110443599999996,8.6823506,Kleinmarkthalle,50.11277831905649,8.682958229144049,Market
Altstadt,50.110443599999996,8.6823506,Main,50.108390023498124,8.682630610762983,River
Altstadt,50.110443599999996,8.6823506,Bitter & Zart Chocolaterie,50.11144403594232,8.683904390442564,Chocolate Shop
Altstadt,50.110443599999996,8.6823506,Wackers Kaffee,50.112063652757506,8.679466862835952,Coffee Shop
Altstadt,50.110443599999996,8.6823506,Góc Phố,50.11350906292216,8.68168610237595,Vietnamese Restaurant
Altstadt,50.110443599999996,8.6823506,MehlWasserSalz,50.111928,8.685092,Bakery
Altstadt,50.110443599999996,8.6823506,Superkato,50.111664,8.679153,Sushi Restaurant
Altstadt,50.110443599999996,8.6823506,Jamy's Burger,50.11122568691471,8.68169876145354,Burger Joint
Altstadt,50.110443599999996,8.6823506,The Holy Cross Brewing Society,50.110165,8.687225,Café
Altstadt,50.110443599999996,8.6823506,Heimat – Essen und Weine,50.11112519116169,8.67828645020011,German Restaurant
Altstadt,50.110443599999996,8.6823506,roseli,50.111413591385805,8.678372269383546,Café
Altstadt,50.110443599999996,8.6823506,Das Eis,50.112503060989184,8.684207116842279,Ice Cream Shop
Altstadt,50.110443599999996,8.6823506,Café im Kunstverein,50.11056062309682,8.682788054852685,Café
Altstadt,50.110443599999996,8.6823506,Condit,50.109443,8.681968,Pastry Shop
Altstadt,50.110443599999996,8.6823506,Paulaner am Dom,50.11087627254253,8.685925175827979,German Restaurant
Altstadt,50.110443599999996,8.6823506,Sugar Mama,50.1098,8.688115,Café
Altstadt,50.110443599999996,8.6823506,Questione Di Gusto,50.112424113255,8.682045045863717,Italian Restaurant
Altstadt,50.110443599999996,8.6823506,FITSEVENELEVEN Zeil,50.114162979496456,8.682001296163765,Gym / Fitness Center
Altstadt,50.110443599999996,8.6823506,Fisch Franke,50.112251770941995,8.684247348078374,Seafood Restaurant
Altstadt,50.110443599999996,8.6823506,Metropol Cafe am Dom,50.11008906969542,8.685618395114327,Café
Altstadt,50.110443599999996,8.6823506,Baguetterie & Cafébar Strahmann,50.11043730238465,8.67644727230072,Bistro
Altstadt,50.110443599999996,8.6823506,Salzkammer,50.11155748285333,8.678301635336066,Austrian Restaurant
Altstadt,50.110443599999996,8.6823506,Mainkai,50.10926352552918,8.6847317410572,Waterfront
Altstadt,50.110443599999996,8.6823506,Seven Swans & The Tiny Cup,50.10953369602869,8.686896198682593,Vegetarian / Vegan Restaurant
Altstadt,50.110443599999996,8.6823506,Naïv,50.11012554224736,8.687724657967209,Beer Bar
Altstadt,50.110443599999996,8.6823506,Bunca Barista & Caterer,50.111132,8.675198,Coffee Shop
Altstadt,50.110443599999996,8.6823506,Steigenberger Frankfurter Hof,50.11036758926263,8.675757142971598,Hotel
Altstadt,50.110443599999996,8.6823506,moloko+,50.1100185390236,8.687768521080988,Bar
Altstadt,50.110443599999996,8.6823506,Erzeugermarkt Konstablerwache,50.114516186984,8.68711555553734,Farmers Market
Altstadt,50.110443599999996,8.6823506,Jumeirah Frankfurt,50.11499899974531,8.680512321152491,Hotel
Altstadt,50.110443599999996,8.6823506,Skydeck,50.11416859410696,8.680298226743018,Scenic Lookout
Altstadt,50.110443599999996,8.6823506,LEGO Store,50.114707976323906,8.681620527520643,Toy / Game Store
Altstadt,50.110443599999996,8.6823506,Trattoria i Siciliani,50.104896197953806,8.684427518644487,Trattoria/Osteria
Altstadt,50.110443599999996,8.6823506,Hugendubel,50.1138245,8.6772485,Bookstore
Altstadt,50.110443599999996,8.6823506,Schauspiel Frankfurt,50.10860705216087,8.674736022949219,Theater
Altstadt,50.110443599999996,8.6823506,Louis Vuitton,50.1133249,8.6759875,Boutique
Altstadt,50.110443599999996,8.6823506,Goetheplatz,50.112583655995635,8.67676676829675,Plaza
Altstadt,50.110443599999996,8.6823506,Hotel Motel One Frankfurt-Römer,50.1102588,8.6785081,Hotel
Altstadt,50.110443599999996,8.6823506,Schillermarkt,50.11503868873964,8.678485185408618,Market
Altstadt,50.110443599999996,8.6823506,Paulskirche,50.11113303318977,8.681376580202599,Church
Altstadt,50.110443599999996,8.6823506,Bistro Da Salvatore,50.109556180052564,8.687951566317974,Italian Restaurant
Altstadt,50.110443599999996,8.6823506,naïv STORE & TASTING ROOM,50.11039601931609,8.687331676483154,Beer Store
Altstadt,50.110443599999996,8.6823506,Café Bar Brücke,50.10587021312112,8.687543323182863,Café
Altstadt,50.110443599999996,8.6823506,Museum Judengasse,50.112055484627675,8.688876628875732,History Museum
Altstadt,50.110443599999996,8.6823506,Deutsches Filmmuseum,50.1053132610661,8.677755553143566,History Museum
Altstadt,50.110443599999996,8.6823506,Emir‘Et,50.113518,8.689303,Turkish Restaurant
Altstadt,50.110443599999996,8.6823506,Hauptwache,50.113791432789974,8.67893099784851,Plaza
Altstadt,50.110443599999996,8.6823506,Centro Cultural Gallego,50.113677898539876,8.687171715701865,Tapas Restaurant
Altstadt,50.110443599999996,8.6823506,Zeil,50.11463422862378,8.684048652648926,Pedestrian Plaza
Altstadt,50.110443599999996,8.6823506,Mainufer,50.106267532738286,8.674070835113525,Waterfront
Altstadt,50.110443599999996,8.6823506,Gucci,50.11360567171312,8.675609081983566,Boutique
Altstadt,50.110443599999996,8.6823506,Oper Frankfurt,50.108393747771856,8.673663139343262,Opera House
Altstadt,50.110443599999996,8.6823506,L'Art Sucré,50.11453790985073,8.674392700195312,Dessert Shop
Altstadt,50.110443599999996,8.6823506,Starbucks,50.1137343417903,8.678650741071134,Coffee Shop
Altstadt,50.110443599999996,8.6823506,Elaine's Deli,50.110127,8.672824,Café
Altstadt,50.110443599999996,8.6823506,Zeil-Kitchen,50.11473704928648,8.684614276649247,Restaurant
Altstadt,50.110443599999996,8.6823506,Taisan Asia Supermarkt,50.11323929204791,8.686145694357466,Food & Drink Shop
Altstadt,50.110443599999996,8.6823506,Prada,50.11373812093726,8.675062559680347,Boutique
Altstadt,50.110443599999996,8.6823506,MyZeil,50.11432549898666,8.681721331860052,Shopping Mall
Altstadt,50.110443599999996,8.6823506,Maincafé,50.10502963829639,8.675734412169126,Beer Garden
Altstadt,50.110443599999996,8.6823506,Kauf dich glücklich,50.115860986571676,8.67991648473093,Department Store
Altstadt,50.110443599999996,8.6823506,Zum Schwejk,50.1158846708274,8.684775408592056,Bar
Altstadt,50.110443599999996,8.6823506,Bizzi Ice Organic Gelato,50.10537142228938,8.687426941474637,Ice Cream Shop
Altstadt,50.110443599999996,8.6823506,Main Tower Aussichtsplattform,50.1123982071476,8.672246932983398,Scenic Lookout
Altstadt,50.110443599999996,8.6823506,GrandSeven,50.115964517596986,8.68698257598755,Restaurant
Altstadt,50.110443599999996,8.6823506,English Theatre Frankfurt,50.10951005649988,8.672403209363361,Theater
Altstadt,50.110443599999996,8.6823506,AROYDEE Thai Küche,50.116420093695126,8.680244683871457,Thai Restaurant
Altstadt,50.110443599999996,8.6823506,Libertine Lindenberg,50.106212378273774,8.6908004593717,Bed & Breakfast
Altstadt,50.110443599999996,8.6823506,MMK 2,50.1102067117758,8.672162154299969,Art Museum
Altstadt,50.110443599999996,8.6823506,Apple Große Bockenheimer Straße,50.11473742709421,8.674963340163231,Electronics Store
Altstadt,50.110443599999996,8.6823506,AMP,50.1091685440766,8.672193719471117,Bar
Altstadt,50.110443599999996,8.6823506,ELEMENTS,50.11695937946801,8.680100620657669,Gym / Fitness Center
Altstadt,50.110443599999996,8.6823506,Toprak Kebap Haus,50.11545004889243,8.68637627167687,Doner Restaurant
Altstadt,50.110443599999996,8.6823506,Main Tower,50.112463908854465,8.67218450782933,Building
Altstadt,50.110443599999996,8.6823506,Fame - The Sandwich Shop,50.10497000946826,8.688840228245759,Sandwich Place
Altstadt,50.110443599999996,8.6823506,Ariston Restaurant,50.11549824888784,8.689204721045831,Greek Restaurant
Altstadt,50.110443599999996,8.6823506,HUCKS Lieblingsplatz,50.103303426064784,8.679420700798893,Bakery
Altstadt,50.110443599999996,8.6823506,The Parlour,50.11599643052406,8.675924241542816,Speakeasy
Altstadt,50.110443599999996,8.6823506,Kabuki,50.109034837022676,8.670183015624227,Japanese Restaurant
Altstadt,50.110443599999996,8.6823506,Die Leiter,50.115077703244296,8.674751926119521,German Restaurant
Altstadt,50.110443599999996,8.6823506,Ciro Il Lattaio,50.11636602498429,8.683164607910292,Italian Restaurant
Altstadt,50.110443599999996,8.6823506,Museumsufer,50.10432702110405,8.674328327178955,Park
Altstadt,50.110443599999996,8.6823506,Ojo De Agua,50.11625120890371,8.676380592631666,Steakhouse
Altstadt,50.110443599999996,8.6823506,Fressgass',50.114343,8.67438,Pedestrian Plaza
Altstadt,50.110443599999996,8.6823506,Apló,50.11490526094404,8.689150625863201,Café
Altstadt,50.110443599999996,8.6823506,Fichtekränzi,50.104691819219454,8.688989910702192,Apple Wine Pub
Altstadt,50.110443599999996,8.6823506,Atschel,50.104749352195846,8.688958451492997,Apple Wine Pub
Altstadt,50.110443599999996,8.6823506,Meyer's Restaurant & Bar,50.11483591375196,8.67331881784371,Steakhouse
Altstadt,50.110443599999996,8.6823506,Good Times For Good People,50.117476375781294,8.679104758329679,Lounge
Altstadt,50.110443599999996,8.6823506,MEYER Feinkost Frankfurt,50.11481896138156,8.673397530039969,Gourmet Shop
Altstadt,50.110443599999996,8.6823506,Quattro,50.11556017102002,8.68689052941906,Italian Restaurant
Altstadt,50.110443599999996,8.6823506,The Espresso BAR,50.116601,8.685402,Coffee Shop
