District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
 Concourse Village,40.82386815,-73.92118091218828,Walgreens,40.82548068359946,-73.91878232359886,Pharmacy
 Concourse Village,40.82386815,-73.92118091218828,Checkers,40.82550909854413,-73.91909211874008,Fast Food Restaurant
 Concourse Village,40.82386815,-73.92118091218828,City View Diner,40.82696939201932,-73.92118781162866,Diner
 Concourse Village,40.82386815,-73.92118091218828,Dunkin',40.82554600541616,-73.91894764165238,Donut Shop
 Concourse Village,40.82386815,-73.92118091218828,Stadium Pizza,40.82554398776539,-73.92660694065894,Sports Bar
 Concourse Village,40.82386815,-73.92118091218828,KFC,40.82566833496094,-73.91978454589844,Fried Chicken Joint
 Concourse Village,40.82386815,-73.92118091218828,MTA: Bx 1/2 Bus Stop,40.82352452340276,-73.92436577464964,Bus Station
 Concourse Village,40.82386815,-73.92118091218828,Concourse Medical Center INC,40.825714000000005,-73.918024,Office
 Concourse Village,40.82386815,-73.92118091218828,Good Taste Chinese Restaurant,40.82565,-73.917766,Chinese Restaurant
 Concourse Village,40.82386815,-73.92118091218828,Surplus Furniture & Mattress Warehouse,40.82165,-73.92469200000001,Furniture / Home Store
 Morrisania,40.829267200000004,-73.9065253,Retro Fitness,40.831190278136276,-73.9053954815626,Gym
 Morrisania,40.829267200000004,-73.9065253,Baskin-Robbins,40.83100301230312,-73.91061248504457,Ice Cream Shop
 Morrisania,40.829267200000004,-73.9065253,McDonald's,40.825183291450266,-73.90862501692823,Fast Food Restaurant
 Morrisania,40.829267200000004,-73.9065253,Family Dollar,40.83249109118675,-73.90950339066914,Discount Store
 Morrisania,40.829267200000004,-73.9065253,Dunkin',40.83097455793912,-73.91062755952453,Donut Shop
 Morrisania,40.829267200000004,-73.9065253,CTown Supermarkets,40.8312423483265,-73.90123920371491,Grocery Store
 Morrisania,40.829267200000004,-73.9065253,Lechonera y Pollo,40.826128999999995,-73.90762600000001,Spanish Restaurant
 Morrisania,40.829267200000004,-73.9065253,Ray's Deli,40.83307341593459,-73.90660265532193,Grocery Store
 Morrisania,40.829267200000004,-73.9065253,"Jennie's Baked 4 U, Inc",40.833077056134584,-73.90564957854761,Bakery
 Highbridge,40.84591775,-73.92984478686536,High Bridge,40.84204906609031,-73.9270467509362,Bridge
 Highbridge,40.84591775,-73.92984478686536,Birth Place of Hip-Hop,40.84532278444399,-73.92529579631197,Historic Site
 Highbridge,40.84591775,-73.92984478686536,El Capri Restaurant,40.846679618272816,-73.93548674669283,Latin American Restaurant
 Highbridge,40.84591775,-73.92984478686536,Highbridge Water Tower,40.8423163654926,-73.93173693518101,Historic Site
 Highbridge,40.84591775,-73.92984478686536,Taco Bell,40.84716847487053,-73.93535044102042,Fast Food Restaurant
 Highbridge,40.84591775,-73.92984478686536,Esmeraldo Bakery,40.848555,-73.93281999999999,Bakery
 Highbridge,40.84591775,-73.92984478686536,Chop Chop,40.84999477426317,-73.92957273598162,Asian Restaurant
 Highbridge,40.84591775,-73.92984478686536,El Panadero Bakery,40.847986735591036,-73.93477616565791,Bakery
 Highbridge,40.84591775,-73.92984478686536,Chimi Luisa,40.84472909914478,-73.9334878316924,Food Truck
 Highbridge,40.84591775,-73.92984478686536,Voga Lounge,40.848073153742334,-73.93268988409505,Lounge
 Highbridge,40.84591775,-73.92984478686536,Goodwill,40.84830838750599,-73.93199479042687,Thrift / Vintage Store
 Highbridge,40.84591775,-73.92984478686536,GameStop,40.84857,-73.934384,Video Game Store
 Highbridge,40.84591775,-73.92984478686536,7-Eleven,40.8473168696316,-73.9354385656414,Convenience Store
 Highbridge,40.84591775,-73.92984478686536,The UPS Store,40.84896959757678,-73.93252730369568,Shipping Store
 Highbridge,40.84591775,-73.92984478686536,Mister Softee,40.84478872578913,-73.92880343052695,Food Truck
 Highbridge,40.84591775,-73.92984478686536,Skate Park,40.84625773992254,-73.93005491151786,Skate Park
 Highbridge,40.84591775,-73.92984478686536,La China Fritura Y Chimichuri,40.84614,-73.93229,Spanish Restaurant
 Highbridge,40.84591775,-73.92984478686536,Chimi,40.84488420213467,-73.93343616612005,Food Truck
 Highbridge,40.84591775,-73.92984478686536,Lucille Roberts,40.848487133551245,-73.93463619433982,Gym
 Highbridge,40.84591775,-73.92984478686536,La Goya,40.846326841556845,-73.93531908031011,Bakery
 Highbridge,40.84591775,-73.92984478686536,City Brows,40.84874,-73.933997,Spa
 Morris Heights,40.8498223,-73.919859,My Pizza,40.849670435102155,-73.91681699790597,Pizza Place
 Morris Heights,40.8498223,-73.919859,Yoly Restaurant,40.8460420585989,-73.91971559956264,Spanish Restaurant
 Morris Heights,40.8498223,-73.919859,CTown Supermarkets,40.84897503266651,-73.91686858919655,Grocery Store
 Morris Heights,40.8498223,-73.919859,Chase Bank,40.85043754258413,-73.91613338522653,Bank
 Morris Heights,40.8498223,-73.919859,Rite Aid,40.845969,-73.918525,Pharmacy
 Morris Heights,40.8498223,-73.919859,Los Chavales Mini Market,40.84712485746154,-73.92051934148155,Deli / Bodega
 Morris Heights,40.8498223,-73.919859,Roberto Clemente State Park Basketball Courts,40.853470912508655,-73.9198189379955,Basketball Court
 Morris Heights,40.8498223,-73.919859,Featherbed Triangle,40.84641107968837,-73.92088651657104,Park
 University Heights,40.8618406,-73.91351540000001,Salsa Con Fuego,40.86266522656766,-73.9115300460878,Latin American Restaurant
 University Heights,40.8618406,-73.91351540000001,Flair Beverages,40.863251858792644,-73.91714869910436,Liquor Store
 University Heights,40.8618406,-73.91351540000001,Dallas BBQ,40.86183516824653,-73.91179866064446,BBQ Joint
 University Heights,40.8618406,-73.91351540000001,Compare Foods Supermarket,40.861968,-73.917963,Grocery Store
 University Heights,40.8618406,-73.91351540000001,Popeyes Louisiana Kitchen,40.86446138450781,-73.90945611635067,Fried Chicken Joint
 University Heights,40.8618406,-73.91351540000001,Hall of Fame for Great Americans,40.858679144464936,-73.91449458730676,History Museum
 University Heights,40.8618406,-73.91351540000001,Au Bon Pain,40.858061919548035,-73.91203969692151,Bakery
 University Heights,40.8618406,-73.91351540000001,Fordham Toyota,40.86184,-73.9101939,Auto Dealership
 University Heights,40.8618406,-73.91351540000001,Metro North - University Heights Train Station,40.861693739210004,-73.91338888648362,Train Station
 University Heights,40.8618406,-73.91351540000001,Dominicana Shipping,40.864057,-73.91188299999999,Shipping Store
 University Heights,40.8618406,-73.91351540000001,Pizza Haven,40.86411366057051,-73.91063308508329,Pizza Place
 University Heights,40.8618406,-73.91351540000001,MTA Bus - Sedgwick Av & Webb Av (Bx12/BxM3),40.86342407779085,-73.90896677970886,Bus Stop
 University Heights,40.8618406,-73.91351540000001,MTA Bus - W Fordham Rd & Sedgwick Av (Bx12/Bx12-SBS/BxM3),40.86268570781009,-73.90833377838133,Bus Stop
 Belmont,42.22312410000001,-78.0344506,United States Postal Service,42.222885530428975,-78.03411103785038,Post Office
 Belmont,42.22312410000001,-78.0344506,Big Johnnys Diner,42.223386740305536,-78.03457321461967,Diner
 Belmont,42.22312410000001,-78.0344506,Billy G's Pizzeria,42.22346452634221,-78.03430080413818,Pizza Place
 Belmont,42.22312410000001,-78.0344506,Nicholson Pharmacy  and Gift Shop,42.223428000000006,-78.033535,Pharmacy
 Belmont,42.22312410000001,-78.0344506,Hannigans Florist,42.22201313584839,-78.03819807555124,Flower Shop
 West Farms,40.839822600000005,-73.87763559999999,Jimbo's Hamburger Palace,40.839217439995124,-73.87803216408489,Diner
 West Farms,40.839822600000005,-73.87763559999999,Tropicana Theatere & Lounge,40.83740441148761,-73.87792219453874,Lounge
 West Farms,40.839822600000005,-73.87763559999999,River Park,40.84306197093502,-73.87752023628035,Park
 West Farms,40.839822600000005,-73.87763559999999,Subway,40.840606498368906,-73.8791526750274,Sandwich Place
 West Farms,40.839822600000005,-73.87763559999999,Dunkin',40.84018653648655,-73.8765300349703,Donut Shop
 West Farms,40.839822600000005,-73.87763559999999,Family Dollar,40.841417,-73.883174,Discount Store
 West Farms,40.839822600000005,-73.87763559999999,Pioneer Supermarket,40.84079810986241,-73.87939745627696,Supermarket
 West Farms,40.839822600000005,-73.87763559999999,MTA Regional Bus Depot - West Farms,40.83845935727748,-73.87797961707979,Bus Station
 West Farms,40.839822600000005,-73.87763559999999,West Farm Convience,40.84053208934495,-73.87943240176959,Convenience Store
 West Farms,40.839822600000005,-73.87763559999999,Q44 Bus Stop,40.840008791744985,-73.87850790366784,Bus Station
 West Farms,40.839822600000005,-73.87763559999999,Alitalia Pizzeria Restaurant,40.839676000000004,-73.876021,Pizza Place
 West Farms,40.839822600000005,-73.87763559999999,MTA Bus - E Tremont Av & Boston Rd (Bx21/Bx40/Bx42),40.84025481190395,-73.8797092437744,Bus Stop
 West Farms,40.839822600000005,-73.87763559999999,MTA Subway - West Farms Square/E Tremont Av (2/5),40.84024540098636,-73.88002384857748,Metro Station
 West Farms,40.839822600000005,-73.87763559999999,West Farms Park,40.84173610194502,-73.87773513793945,Scenic Lookout
 West Farms,40.839822600000005,-73.87763559999999,"MTA MaBSTOA Bus at East 180th St & Devoe Ave: (Bx9, Q44 Last Stop)",40.84207699688499,-73.87606143951416,Bus Station
 West Farms,40.839822600000005,-73.87763559999999,Showtime Basketball Courts,40.83702558134896,-73.87958744139678,Basketball Court
 West Farms,40.839822600000005,-73.87763559999999,Prospect Coffee Shop,40.83757698149015,-73.88083923833605,Coffee Shop
 West Farms,40.839822600000005,-73.87763559999999,Hong Kong,40.8408088684082,-73.87335205078125,Chinese Restaurant
 West Farms,40.839822600000005,-73.87763559999999,"El Salvadoreño, bar & restaurante",40.84068916531468,-73.87296082348136,Latin American Restaurant
 West Farms,40.839822600000005,-73.87763559999999,Havanna Cafe,40.83931427825235,-73.88252742887671,Cuban Restaurant
 West Farms,40.839822600000005,-73.87763559999999,Bronx River Park,40.843561,-73.87708,Park
 West Farms,40.839822600000005,-73.87763559999999,MTA Bus - BxM10 Express at Morris Park Avenue & East 180th Street (First / Last Stop in Bronx),40.841029342464466,-73.87284894936218,Bus Station
 West Farms,40.839822600000005,-73.87763559999999,Bronx East Deli,40.841087,-73.871987,Deli / Bodega
 Norwood,44.75161,-74.994392,Hometown Cafe,44.750962386057296,-74.99411644089274,Diner
 Norwood,44.75161,-74.994392,Norwood Town Square Diner,44.751024853799194,-74.99405262066345,Diner
 Norwood,44.75161,-74.994392,The Dog Pound,44.749535,-74.995544,Campground
Fieldston,40.8944444,-73.9033333,Fieldston Road Circle,40.89448851736085,-73.90562087134356,Plaza
Fieldston,40.8944444,-73.9033333,Uptown Coffeehouse,40.892331,-73.905058,Music Venue
Fieldston,40.8944444,-73.9033333,MTA MaBSTOA Bus Bx7 / Bx10 / Bx20 / BxM1 / BxM2 / BxM18 at 246th St. / Hudson Parkway,40.89354823043404,-73.90815138816833,Bus Station
Fieldston,40.8944444,-73.9033333,Riverside Drive,40.896507486527454,-73.90826091791374,River
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Lucky Star Chinese Restaurant,40.86964790014166,-73.90350800952127,Chinese Restaurant
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,La Caridad,40.86921859630513,-73.9032189944277,Latin American Restaurant
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Perista,40.86830262630493,-73.90134872356543,Coffee Shop
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Montezuma Mexican Restaurant,40.868587693262356,-73.9021044340439,Mexican Restaurant
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Popeyes Louisiana Kitchen,40.868822647565686,-73.9021304679356,Fried Chicken Joint
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,CTown Supermarkets,40.87486218248895,-73.9017290651841,Grocery Store
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,The Children's Place,40.873671591133125,-73.90815619608166,Kids Store
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Target,40.873437410462145,-73.90772557370363,Big Box Store
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Little Caesars Pizza,40.868724,-73.902042,Pizza Place
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Lane Bryant,40.87348469986334,-73.90830265520799,Clothing Store
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Little Ceasars,40.86846859977374,-73.90208815662014,Pizza Place
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,52st Street Food Truck,40.87213108318366,-73.9008669000535,Food Truck
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Jerome Park Reservoir,40.87258362206072,-73.90064260006244,Lake
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,MTA Bus - Bx3 (Sedgwick Ave. & 231st St.),40.87255009414934,-73.90182000020255,Bus Station
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Elsa's Hair Salon,40.87195870461746,-73.90465056536051,Salon / Barbershop
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,"MTA BX3, BXM3 (Sedgwick Ave/W 197 ST)",40.87225603,-73.902282,Bus Station
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Washington's Walk,40.87255460684972,-73.90056259601329,Park
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,New Yung Hong Chinese Restaurant,40.873272,-73.905128,Chinese Restaurant
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,P.S. 360,40.874736,-73.90224,School
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Marshalls,40.873239,-73.90847,Department Store
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,La Catrina,40.86995978194631,-73.9039558462761,Mexican Restaurant
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Caridad Spanish Restaurant,40.871832496774495,-73.90670025930685,Spanish Restaurant
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,J.L. Deli & Grocery,40.875923,-73.902784,Deli / Bodega
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Pioneer Supermarket,40.869114,-73.902575,Supermarket
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,KBBQ,40.868843,-73.90195600000001,Korean Restaurant
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Interstate 87 at Exit 10,40.876477533479594,-73.9044828563454,Intersection
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Country Delite: Milk Plant Store,40.8758869555527,-73.90603425467401,Grocery Store
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,BX 9 bus Kingsbridge and University,40.86845550446635,-73.90145254045564,Bus Station
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,"MTA MaBSTOA Bus at W. Kingsbridge Road & University Ave (MLK Blvd): (Bx3, Bx9, Bx32)",40.86842625729141,-73.90151458120488,Bus Station
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,City Jeans,40.873799,-73.90823,Clothing Store
 Kingsbridge Heights,40.872570200000006,-73.90266190000001,Yu Hua Restaurant,40.86836624145508,-73.90074157714844,Chinese Restaurant
 Riverdale,40.90056,-73.90639,Skyview Wines and Spirits,40.903420126082416,-73.90577158410362,Wine Shop
 Riverdale,40.90056,-73.90639,"MTA MaBSTOA Bus at Riverdale Avenue & W. 254th St: (Bx7, Bx10, BxM1, BxM2, BxM18)",40.90185136423126,-73.90612240245532,Bus Station
 Riverdale,40.90056,-73.90639,Skyview Shopping Center,40.903429082829355,-73.90584354485044,Shopping Mall
 Riverdale,40.90056,-73.90639,Vinmont Playground,40.90342181703535,-73.90581844619662,Playground
 Riverdale,40.90056,-73.90639,Aquatic Garden,40.899382665009874,-73.91124740252359,Park
 Riverdale,40.90056,-73.90639,Riverside Drive,40.896507486527454,-73.90826091791374,River
 Bruckner,40.826666700000004,-73.82861109999999,Taqueria Lupita,40.829202506332805,-73.8268924774988,Mexican Restaurant
 Bruckner,40.826666700000004,-73.82861109999999,Cestra's Pizza,40.828733,-73.823949,Pizza Place
 Bruckner,40.826666700000004,-73.82861109999999,Chase Bank,40.830498,-73.826449,Bank
 Bruckner,40.826666700000004,-73.82861109999999,Rite Aid,40.8293809,-73.8252446,Pharmacy
 Bruckner,40.826666700000004,-73.82861109999999,7-Eleven,40.8309841,-73.8269655,Convenience Store
 Bruckner,40.826666700000004,-73.82861109999999,Subway,40.82678680170033,-73.82269183738958,Sandwich Place
 Bruckner,40.826666700000004,-73.82861109999999,McDonald's,40.82759966816098,-73.82364126470975,Fast Food Restaurant
 Bruckner,40.826666700000004,-73.82861109999999,Domino's Pizza,40.82687097197242,-73.8227927684784,Pizza Place
 Bruckner,40.826666700000004,-73.82861109999999,Louis Seafood,40.83060356145349,-73.82793250584578,Italian Restaurant
 Bruckner,40.826666700000004,-73.82861109999999,Casa Restaurant & Lounge,40.828934511404185,-73.82434348509403,Latin American Restaurant
 Clason Point,40.8147164,-73.85996479999999,Family Dollar,40.813877000000005,-73.858857,Discount Store
 Clason Point,40.8147164,-73.85996479999999,Associated Supermarket,40.816423289843314,-73.86452505620412,Supermarket
 Clason Point,40.8147164,-73.85996479999999,Cheese Steak & Wing factory,40.813951,-73.858045,Wings Joint
 Clason Point,40.8147164,-73.85996479999999,Clason Point,40.815053833214584,-73.85959780328797,Neighborhood
 Clason Point,40.8147164,-73.85996479999999,Randall Community Garden,40.81413599549522,-73.86334781003669,Park
 Clason Point,40.8147164,-73.85996479999999,Papa Antonio Roca,40.81731377287889,-73.86186619264173,Spanish Restaurant
 Clason Point,40.8147164,-73.85996479999999,Rahimu Pharmacy,40.81740188598633,-73.8620834350586,Pharmacy
 Clason Point,40.8147164,-73.85996479999999,J&J Minimart,40.81628878266344,-73.86433048169289,Deli / Bodega
 Clason Point,40.8147164,-73.85996479999999,Boricua Allstars Field,40.817013507558144,-73.8558534679275,Baseball Field
 Clason Point,40.8147164,-73.85996479999999,Lin Kee Hong Chinese Restaurant,40.816551000000004,-73.864499,Food
 Clason Point,40.8147164,-73.85996479999999,Don Leo,40.818336,-73.86274,Latin American Restaurant
 Parkchester,40.8332047,-73.8609723,Brisas Express,40.83464611209309,-73.86293307118228,Spanish Restaurant
 Parkchester,40.8332047,-73.8609723,Isla Verde Cafe & Express,40.83271693880391,-73.86389704331172,Spanish Restaurant
 Parkchester,40.8332047,-73.8609723,Step-In Restaurant,40.83380247696807,-73.86097247180898,Diner
 Parkchester,40.8332047,-73.8609723,Little Caesars Pizza,40.832850841770224,-73.8619269963537,Pizza Place
 Parkchester,40.8332047,-73.8609723,Willie's Steakhouse,40.83224223530382,-73.86487170735676,Latin American Restaurant
 Parkchester,40.8332047,-73.8609723,Blink Fitness,40.83532458554998,-73.86074223576577,Gym
 Parkchester,40.8332047,-73.8609723,South of France,40.831707,-73.86617199999999,Bar
 Parkchester,40.8332047,-73.8609723,Joe's Place,40.83259426866323,-73.86438927659992,Latin American Restaurant
 Parkchester,40.8332047,-73.8609723,Starbucks,40.835396,-73.86151,Coffee Shop
 Parkchester,40.8332047,-73.8609723,Paquita's Cafe,40.83264068159099,-73.86388312032493,Bar
 Parkchester,40.8332047,-73.8609723,Carter's,40.835363,-73.860701,Kids Store
 Parkchester,40.8332047,-73.8609723,Golden Krust Caribbean Restaurant,40.83617444841861,-73.86101282187846,Caribbean Restaurant
 Parkchester,40.8332047,-73.8609723,Dollar Tree,40.833582585183606,-73.85672231792417,Discount Store
 Parkchester,40.8332047,-73.8609723,Circle Pizza,40.8326851989714,-73.86102140576999,Pizza Place
 Parkchester,40.8332047,-73.8609723,T-Mobile,40.833658,-73.860443,Mobile Phone Shop
 Parkchester,40.8332047,-73.8609723,GameStop,40.83681460824893,-73.86086299073948,Video Game Store
 Parkchester,40.8332047,-73.8609723,GNC,40.833553,-73.859315,Supplement Shop
 Parkchester,40.8332047,-73.8609723,Walgreens,40.8351309,-73.8613637,Pharmacy
 Parkchester,40.8332047,-73.8609723,AT&T,40.83661363234151,-73.86120713646727,Mobile Phone Shop
 Parkchester,40.8332047,-73.8609723,Subway,40.833156662106795,-73.8632154718864,Sandwich Place
 Parkchester,40.8332047,-73.8609723,The Children's Place,40.835642478681024,-73.86105026460257,Kids Store
 Parkchester,40.8332047,-73.8609723,Dunkin',40.83524036863469,-73.86082438256278,Donut Shop
 Parkchester,40.8332047,-73.8609723,Pizza Hut,40.833836654425596,-73.85701797438742,Pizza Place
 Parkchester,40.8332047,-73.8609723,Sabrosura 2,40.83198510608704,-73.86599071098811,Latin American Restaurant
 Parkchester,40.8332047,-73.8609723,Boston Market,40.8338037121734,-73.86118859052658,American Restaurant
 Parkchester,40.8332047,-73.8609723,TD Bank,40.8326456,-73.8628851,Bank
 Parkchester,40.8332047,-73.8609723,Hugh J. Grant Circle,40.83350442223919,-73.86090715527301,Plaza
 Parkchester,40.8332047,-73.8609723,Subway,40.83370004741147,-73.85899589663973,Sandwich Place
 Parkchester,40.8332047,-73.8609723,Mattress Firm,40.83561706542969,-73.86028289794922,Mattress Store
 Parkchester,40.8332047,-73.8609723,Marshalls,40.8363586,-73.8600828,Department Store
 Parkchester,40.8332047,-73.8609723,New York & Company,40.837006667189044,-73.86079459726452,Women's Store
 Parkchester,40.8332047,-73.8609723,Domino's Pizza,40.8338818,-73.8568304,Pizza Place
 Parkchester,40.8332047,-73.8609723,Bp,40.83304988,-73.86316256,Gas Station
 Parkchester,40.8332047,-73.8609723,Shell Gas Station,40.832640000000005,-73.86289000000001,Gas Station
 Parkchester,40.8332047,-73.8609723,Chase Bank,40.833736,-73.8615103,Bank
